init_joint_angles,x_target,y_target,z_target,Theta,iter_count,cost
[0.         0.52359878 1.57079633 1.57079633],2.775866078067334e-17,0.0,0.4533333333333332,"[[ 1.30555701  3.05460114  2.00045708  0.88824543]
 [-0.75801974 -0.19759167  0.41194141  1.43324207]
 [-0.19520106  0.13066136  0.82632679  0.33003057]
 [-0.7665646   0.2799591   1.49411456  0.25889406]
 [-1.17528211 -0.92732898 -0.4299551  -0.87338394]]",59,5.9886821941568025
[0.         0.52359878 1.57079633 1.57079633],0.1969279098138591,0.0,0.2812422018725538,"[[-1.29878434 -2.58840595 -2.16756175  5.49716047]
 [ 0.24101478  0.34023184  0.57042606  3.68855165]
 [-0.91943368 -0.47067434  1.61276047  2.09340439]
 [-0.29306628  0.36994159  0.21418638  1.52895884]
 [ 0.46896999 -0.33855777  0.96658279  1.29245708]]",30,9.167713233331115
[0.         0.52359878 1.57079633 1.57079633],0.1969279098138591,0.0,0.2812422018725538,"[[-0.37728551 -2.61008238 -1.15112551  4.21847577]
 [-0.24236146 -0.60115257  0.51546645  3.22661805]
 [-0.51168513  0.39969566  0.04673805  4.43247352]
 [-0.04747219 -0.38698886  1.20359288  1.53408852]
 [-0.50056013  0.64111762 -0.67192564  0.1922119 ]]",27,9.167367218962395
[0.         0.52359878 1.57079633 1.57079633],0.1850517036788763,0.0673533119393604,0.2812422018725538,"[[ 2.81632386 -0.14972334 -1.1049764   5.80881014]
 [-1.07761098 -2.70650548  1.5011773   4.01977707]
 [-0.3378115  -1.51654434 -1.18209986  4.83739961]
 [-0.57357885 -1.09643456  0.60922511  1.60138592]
 [ 1.45582037  1.10722862  0.30360157  0.06421911]]",38,6.276145829196466
[0.         0.52359878 1.57079633 1.57079633],0.150855531007942,0.1265828204298169,0.2812422018725538,"[[ 4.35283709 -0.36478822 -1.22820721  5.73710937]
 [-0.61855992 -3.33853451  1.75870525  3.93829514]
 [-0.18889299 -1.58196671 -1.58830866  4.98039927]
 [-0.13983317 -1.43094409  0.98604862  1.36522376]
 [ 0.83167021  1.74308394  0.1477819  -0.26517498]]",19,6.253474837610809
[0.         0.52359878 1.57079633 1.57079633],0.0984639549069295,0.1705445726129728,0.2812422018725538,"[[ 4.88209291 -1.22014104 -1.10041463  9.31203667]
 [-0.05345288 -2.98983585  1.19222708  3.4568094 ]
 [ 1.48663344 -1.23058157 -1.27965815  3.54856894]
 [-0.59990363 -1.22840483  1.29423928  0.63495986]
 [ 1.46332056  1.70000944  0.12974072  0.880207  ]]",31,6.2878082514786655
[0.         0.52359878 1.57079633 1.57079633],0.0341961726709342,0.1939361323691773,0.2812422018725538,"[[ 5.74102141 -2.09067013 -1.29767816  9.4621748 ]
 [ 1.42667634 -3.19351294  0.97461     2.77104537]
 [ 1.42033324 -1.79822996 -0.67804692  2.51625098]
 [-0.41661347 -1.55467493  1.50528218  0.33975254]
 [ 0.98231828  2.23806166 -0.16953509  0.32485557]]",15,6.254990228515701
[0.         0.52359878 1.57079633 1.57079633],-0.0341961726709342,0.1939361323691773,0.2812422018725538,"[[ 7.24347023 -1.92293562 -0.97220374 10.42102033]
 [ 1.61339808 -2.32720016  0.58039046  3.00885518]
 [ 1.84662545 -2.5521661  -0.72001883  1.98262382]
 [ 0.1526439  -1.86660839  1.56299825  0.02523109]
 [ 0.79434552  2.16102164  0.13088698  0.7688381 ]]",21,6.254972191119454
[0.         0.52359878 1.57079633 1.57079633],-0.0984639549069296,0.1705445726129728,0.2812422018725538,"[[ 7.74773073 -2.43228917 -1.37876581 10.08026176]
 [ 2.42022767 -2.32626256  1.02632216  3.29730545]
 [ 2.58768858 -2.87332948 -0.29205773  1.95229052]
 [ 1.03869433 -1.54903615  0.93611001 -0.03791603]
 [ 1.19168718  1.90377719  0.12740844  0.17719258]]",26,6.32793871662618
[0.         0.52359878 1.57079633 1.57079633],-0.150855531007942,0.1265828204298169,0.2812422018725538,"[[ 8.57919351 -3.26933339 -1.53179534 10.24136322]
 [ 3.48245008 -3.63766816  0.83207949  3.43727744]
 [ 3.01589604 -2.57714078 -0.11520832  1.94724348]
 [ 0.88194367 -1.74515959  1.19909002  0.07366702]
 [ 1.48355958  2.06525573  0.29163103  0.01716453]]",12,6.261840738477963
[0.         0.52359878 1.57079633 1.57079633],-0.1850517036788762,0.0673533119393604,0.2812422018725538,"[[ 8.8963016  -2.49114137 -2.30754394  7.65536653]
 [ 4.08986483 -4.51766223  1.5930166   4.13202503]
 [ 4.33706723 -1.54663478 -0.1463219   0.27461017]
 [ 1.61256368 -1.20831485  1.57205307  0.42705413]
 [ 1.47587216  2.58223853  0.0409219   0.50706367]]",28,6.273776278535767
[0.         0.52359878 1.57079633 1.57079633],0.1163797826516877,0.0,0.1097986620589973,"[[  0.16168486   7.88391687  -8.51016398 -10.95818902]
 [ -1.77230964   1.96453179   1.16768993  -2.29469626]
 [ -0.26280197   0.51351203  -3.96454826  -1.05369258]
 [  0.69409486   1.07749474  -1.12534832  -0.62856289]
 [  0.71404648  -0.53123778  -1.30607764  -0.13959363]]",29,5.960447972047692
[0.         0.52359878 1.57079633 1.57079633],0.1163797826516877,0.0,0.1097986620589973,"[[-0.26256055 -1.41951057  2.92402873  6.43941538]
 [-1.02393638 -0.9086747   1.14247848  4.01790567]
 [-0.61489375 -1.19605165  0.87412968  1.67505354]
 [-0.84679921  0.14165232 -0.91985435  1.57679621]
 [ 0.06680913  1.16561939  1.71244147  1.69302829]]",19,426.1522820197672
[0.         0.52359878 1.57079633 1.57079633],0.0941532219668781,0.0684063199076654,0.1097986620589973,"[[-0.34100602 -2.48346475  7.30671662  6.56562351]
 [-1.02173773 -0.67517853  4.91650891  4.20042623]
 [-0.51331343 -1.43967802  2.06121256  2.19038375]
 [-0.98978743  0.74801878 -1.23885524  1.67482227]
 [ 0.3361484   1.51506921  2.15936774  1.46304244]]",10,377.21071103879234
[0.         0.52359878 1.57079633 1.57079633],0.0359633306410342,0.1106837506559013,0.1097986620589973,"[[-0.03372028 -0.9914306   5.48217448  5.48117022]
 [-0.22683063 -0.61714604  3.89575049  3.73148488]
 [-0.8447177  -2.32094686  1.6232025   2.10517137]
 [-1.02170585  0.78000698 -1.14117832  0.98090673]
 [-0.02621331  0.52690446  2.83808984  1.44461218]]",10,272.33254801549145
[0.         0.52359878 1.57079633 1.57079633],-0.0359633306410341,0.1106837506559013,0.1097986620589973,"[[ 0.36131119  0.48120488  5.87130033  5.20607006]
 [-0.44887649 -0.20405962  3.60331131  4.03628085]
 [-1.05516472 -2.33655757  1.77472052  2.40594741]
 [-1.7231472   0.87203415 -1.33020433  0.75444263]
 [-0.44347263  0.37740219  2.9366764   1.39471979]]",11,159.77421679527552
[0.         0.52359878 1.57079633 1.57079633],-0.094153221966878,0.0684063199076655,0.1097986620589973,"[[ 0.16056297  2.86598907  6.45219345  5.50874739]
 [-0.30182978  0.07964663  3.46247915  4.0267372 ]
 [-1.2181257  -2.61566586  1.78462255  2.65752376]
 [-1.60891191  1.18922861 -1.28945617  0.17368078]
 [-0.05626815  1.34581977  3.14420433  1.45488515]]",10,42.62374904147452
[0.         0.52359878 1.57079633 1.57079633],0.3915385919941285,0.0,0.1425083930523619,"[[-0.53237949 -0.52715685 -0.50915374 -1.70479493]
 [-0.27596042 -0.12431625 -1.18304513  0.11615315]
 [-1.52779624  0.55482991 -0.10091512 -0.18297154]
 [ 0.53467027 -0.1209392  -0.16532443  0.29249941]
 [-1.13657427  0.58172377 -0.0047329  -0.76231943]]",45,4.992051912933196
[0.         0.52359878 1.57079633 1.57079633],0.3915385919941285,0.0,0.1425083930523619,"[[-3.2913504   0.14191884  1.62665799 -4.39348531]
 [-0.96556879 -2.15538114  1.77357503 -1.14986574]
 [ 1.54193459 -0.49697312 -1.33128361  2.04415579]
 [-0.69237022 -1.48677112 -1.31552629  0.01932363]
 [-1.0072524  -0.16779421 -0.54021626 -0.81024496]]",182,4.997429491816133
[0.         0.52359878 1.57079633 1.57079633],0.3861985159317952,0.064445134128369,0.1425083930523619,"[[-3.00594171 -0.4875633   1.80041858 -4.48721961]
 [-1.10624122 -2.30799908  1.57656093 -1.36408791]
 [ 1.44563989 -0.40685058 -0.89828327  2.0032173 ]
 [-1.12555801 -1.47358771 -0.92771116 -0.54766266]
 [-0.99787878  0.12834857 -0.58517579 -1.13269115]]",18,24.310155182244586
[0.         0.52359878 1.57079633 1.57079633],0.3703239510992368,0.1271323729936426,0.1425083930523619,"[[ 0.38853418 -1.4167688   0.12516433 -2.59584484]
 [ 1.99216026 -5.98071608  3.37541265 -0.10207567]
 [ 1.09012762  0.50684506 -0.99818919  0.02695003]
 [-2.03483624 -2.67127271 -1.95580535 -3.07892859]
 [-1.57678188 -3.00527638 -0.96202127 -0.46832983]]",193,2.171064839951604
[0.         0.52359878 1.57079633 1.57079633],0.3443479142431832,0.1863517721330118,0.1425083930523619,"[[ 1.95494541 -0.59630634  1.86470804 -2.17008751]
 [ 0.59939423 -7.20021818  3.8126054  -1.43747041]
 [ 2.36359819 -0.40928606 -3.39114277  1.78251511]
 [-2.70122912 -3.06450479 -1.90430933 -3.84853022]
 [-1.14300499 -2.59446589 -3.14490454 -1.73241671]]",197,2.220617248898033
[0.         0.52359878 1.57079633 1.57079633],0.3089789639345933,0.2404879807114067,0.1425083930523619,"[[ 2.95967615 -0.40946898  2.20886172 -2.33916879]
 [ 0.46145073 -7.57862885  3.5002463  -1.22189273]
 [ 2.29196545 -0.20897956 -3.70996457  2.19021721]
 [-2.06447818 -3.04561837 -1.9060868  -3.64443657]
 [-1.40682823 -2.6275128  -3.00115343 -2.29182204]]",15,2.136832816297969
[0.         0.52359878 1.57079633 1.57079633],0.2651818729379132,0.2880643040813719,0.1425083930523619,"[[ 2.22208788  0.80877323  2.62638423 -2.05233951]
 [ 2.27611044 -7.87623028  3.65014685 -1.81597987]
 [ 3.18728273 -0.32379323 -3.99013775  2.46835363]
 [-2.89823923 -3.06511993 -2.79258128 -3.85449669]
 [-2.47021799 -3.12224545 -2.18475694 -2.40322178]]",31,2.1823525837615136
[0.         0.52359878 1.57079633 1.57079633],0.214151311725037,0.3277829841635936,0.1425083930523619,"[[ 2.69174001  1.22156761  2.17407408 -2.66965554]
 [ 3.06912906 -8.02478908  4.18068663 -1.34830971]
 [ 2.7982522  -0.15206832 -3.81501911  2.15473606]
 [-2.60744352 -3.16575813 -2.73086606 -3.58412894]
 [-2.60922275 -3.25230512 -2.209756   -2.31717029]]",12,2.05041986210599
[0.         0.52359878 1.57079633 1.57079633],0.1572792609791072,0.3585605989043002,0.1425083930523619,"[[ 5.48941715  0.86827353  0.81299101 -2.42706313]
 [ 1.65038382 -9.02792641  4.30428055 -1.36135467]
 [ 2.4492004   0.1220474  -2.65636526  1.77952274]
 [-3.24394447 -3.50445958 -1.47556312 -3.11145716]
 [-2.57153577 -2.0981281  -2.78302615 -3.26028573]]",93,2.171127544262834
[0.         0.52359878 1.57079633 1.57079633],0.0961170419901012,0.3795576152046191,0.1425083930523619,"[[ 6.37503204  0.28218098  1.29303989 -3.82950778]
 [ 1.80060826 -8.89784693  5.3555922  -0.5466934 ]
 [ 2.73230168 -0.8091157  -4.76657564  2.6402075 ]
 [-2.85512392 -3.58005047 -1.35026369 -3.13048316]
 [-3.8739343  -2.25390396 -2.70905157 -2.80717702]]",80,2.152983977107085
[0.         0.52359878 1.57079633 1.57079633],0.0323330006540338,0.3902012891950139,0.1425083930523619,"[[  5.16902215   7.54918242   1.36283488  -3.44794437]
 [  3.10986456 -11.37813038   4.85803599  -1.32950754]
 [  4.06510246  -0.96883735  -5.28876563   3.32897146]
 [ -3.12098337  -3.82433461  -1.00645102  -2.84597205]
 [ -2.96303979  -4.42569583  -1.07541565  -3.18477325]]",57,2.165127719945834
[0.         0.52359878 1.57079633 1.57079633],-0.0323330006540336,0.3902012891950139,0.1425083930523619,"[[  3.96807038   5.00034686   4.23370535  -3.17312361]
 [  4.67121781 -10.65200937   3.35343367  -1.14688093]
 [  5.00922117  -1.14470237  -7.61320226   1.92391017]
 [ -3.09405408  -4.85520042  -0.82918497  -2.24704174]
 [ -2.43749896  -4.5289297   -0.8162738   -2.20200901]]",90,2.163696265379811
[0.         0.52359878 1.57079633 1.57079633],-0.0961170419901011,0.3795576152046191,0.1425083930523619,"[[  5.12869694   5.6366569    2.59668597  -3.32102501]
 [  5.20344427 -11.51756005   4.13085966  -1.38838931]
 [  4.22110892  -1.46072064  -6.74717981   2.11576499]
 [ -2.96299474  -4.3857197   -0.13946383  -1.66034044]
 [ -2.86220538  -4.95598272   0.02498049  -2.23037685]]",28,2.0870683190501094
[0.         0.52359878 1.57079633 1.57079633],-0.1572792609791071,0.3585605989043003,0.1425083930523619,"[[  9.99586769   2.6981786   -2.19927803  -3.54888099]
 [  3.16433096 -10.11993201   6.3311817    0.06039658]
 [  2.84021636  -1.12581756  -6.48306248   1.10747911]
 [ -5.74551846  -4.43012336   3.5290606   -1.82778135]
 [ -2.42406882  -5.40750411   3.69297508  -1.48876711]]",199,2.39002980503616
[0.         0.52359878 1.57079633 1.57079633],-0.2141513117250369,0.3277829841635936,0.1425083930523619,"[[ 11.00179596   5.69651371  -3.22307632  -5.38556069]
 [  2.4660212  -12.3284767    7.50961002   1.84754816]
 [  2.62398779  -1.89774591  -5.50601841  -0.1032877 ]
 [ -4.52345003  -4.42895451   2.49299383  -0.97791814]
 [ -1.12444849  -6.0114779    3.85125893  -0.6286601 ]]",123,2.4048992268973803
[0.         0.52359878 1.57079633 1.57079633],-0.265181872937913,0.288064304081372,0.1425083930523619,"[[ 11.86705217   5.99091414  -2.4572299   -5.94513827]
 [  2.86400189 -12.06059999   7.25896257   1.66292875]
 [  2.59277031  -1.4745862   -5.82832362   0.49883026]
 [ -4.7642509   -4.22557028   1.75381199  -1.21079006]
 [ -1.30936833  -6.23688939   4.53886028  -0.33152042]]",29,2.390483306806532
[0.         0.52359878 1.57079633 1.57079633],-0.3089789639345932,0.2404879807114067,0.1425083930523619,"[[ 13.26409956   3.8698515   -0.92960479  -4.70911056]
 [  2.16481128 -10.26398257   6.16805819   0.42230259]
 [  2.63025864  -2.30858625  -5.78358226  -0.3154812 ]
 [ -4.69728908  -6.16258172   1.96894003   0.09821416]
 [ -0.26994944  -7.01255868   1.94317214  -1.16066697]]",135,2.74382652120619
[0.         0.52359878 1.57079633 1.57079633],-0.3443479142431832,0.1863517721330119,0.1425083930523619,"[[14.11091592  4.63204126 -1.80386602 -4.68260026]
 [ 2.23481384 -9.16055086  6.65036373  0.2823572 ]
 [ 2.74347718 -2.20612095 -5.78414604  0.2772227 ]
 [-4.98031212 -6.12896181  2.25771173  0.29146525]
 [-0.16399542 -6.02093347  1.85054508 -1.61531428]]",49,3.330673777027765
[0.         0.52359878 1.57079633 1.57079633],-0.3703239510992368,0.1271323729936427,0.1425083930523619,"[[ 1.44733671e+01  5.86693976e+00 -1.42767935e+00 -4.75442174e+00]
 [ 2.72788221e+00 -9.25747891e+00  6.55776835e+00 -1.27769256e-02]
 [ 2.92539238e+00 -1.55657115e+00 -5.57293279e+00  1.10747736e-01]
 [-4.46054363e+00 -6.13434009e+00  1.96628442e+00  4.65930006e-01]
 [-3.13046643e-01 -5.57917280e+00  1.19700246e+00 -1.25428835e+00]]",12,2.9725309776609645
[0.         0.52359878 1.57079633 1.57079633],-0.3861985159317952,0.0644451341283692,0.1425083930523619,"[[ 15.77130142   5.96390217  -2.03389145  -4.40912282]
 [  2.56663466 -10.07299052   6.57461032   0.53655875]
 [  2.34412646  -2.3713544   -4.87209678  -0.44075377]
 [ -4.18329823  -6.21459931   1.72598946   0.44459907]
 [  0.19410535  -6.15930239   1.3011631   -0.86656087]]",27,3.2235742498346567
[0.         0.52359878 1.57079633 1.57079633],0.2542381889168794,0.0,0.171485823731029,"[[-2.92868513  8.83054033 -1.98863591 -2.91329475]
 [ 0.78564527 -0.89417182 -1.32965678 -2.81269124]
 [-0.06533673 -0.57793319 -3.28023643 -3.11895774]
 [-1.13116828 -4.29879926  1.58667885 -0.46456729]
 [-0.48561934 -1.53069377  0.08341562 -0.33294444]]",46,4.485335134098309
[0.         0.52359878 1.57079633 1.57079633],0.2542381889168794,0.0,0.171485823731029,"[[-0.02693284  6.40496558 -1.61833728 -7.79158271]
 [-0.63461977 -2.19846565 -0.33744183 -3.17039676]
 [-1.67290014  0.71244107 -0.48225364 -5.34818109]
 [ 0.0777677  -1.8058672   0.46493305 -3.68486813]
 [ 0.371898    0.61676337 -0.91855567 -0.81166971]]",46,4.305553045587274
[0.         0.52359878 1.57079633 1.57079633],0.245575232703773,0.065801685284061,0.171485823731029,"[[ 0.99827153  5.16667323 -2.54151048 -6.49708446]
 [ 0.07153216 -1.60941442  0.21717036 -3.20997095]
 [-0.73503829  0.59545235  0.13878237 -5.99376461]
 [ 1.52834162 -0.48613779  0.69379912 -3.64015458]
 [-0.28974221  1.16556593 -0.95192918 -1.13389092]]",24,1.2950821609910503
[0.         0.52359878 1.57079633 1.57079633],0.2201767302141649,0.1271190944584397,0.171485823731029,"[[ 2.65359919  5.44691334 -2.92968371 -4.83349015]
 [-0.05564722 -1.02859539  0.4163373  -4.37166414]
 [-0.32196774 -0.10819792  0.14849621 -6.05075981]
 [ 1.13748726 -1.06793448  1.23283926 -3.07048184]
 [-0.37287994  1.2911982  -0.82035029 -0.88843076]]",27,1.4340133804963282
[0.         0.52359878 1.57079633 1.57079633],0.179773547419712,0.179773547419712,0.171485823731029,"[[ 3.45696173  4.28361173 -2.80213178 -4.5604134 ]
 [-0.17005593 -0.27180084  0.51746558 -4.88965834]
 [ 0.78685375  0.54392582  0.10760208 -5.55712349]
 [ 1.54072282 -0.64316771  0.36907977 -2.66810769]
 [-0.25884709  0.86159409 -0.61824594 -0.75337713]]",29,1.4053362307585031
[0.         0.52359878 1.57079633 1.57079633],0.1271190944584397,0.2201767302141649,0.171485823731029,"[[ 1.25499692 -2.09356055 -2.44784226 -5.80689673]
 [ 3.65362836  2.89810553  1.41588669 -1.01932796]
 [ 1.46385032  2.58330262 -1.18564334 -8.86983363]
 [ 1.20590031  2.24458546 -0.01731172 -4.29438256]
 [-0.43423759  3.12021805  0.98542509 -1.6707522 ]]",120,1.5466386778627623
[0.         0.52359878 1.57079633 1.57079633],0.065801685284061,0.245575232703773,0.171485823731029,"[[ 2.9956887  -2.22086131 -2.69291823 -7.4733283 ]
 [ 3.76459822  3.33379738  1.67251165 -1.20944917]
 [ 1.37098597  2.64074881 -1.92261887 -7.9037204 ]
 [ 1.33576511  2.30643185  0.21546235 -4.6274658 ]
 [-1.00719056  3.27404891  0.54534933 -1.8442615 ]]",26,1.7304230948091095
[0.         0.52359878 1.57079633 1.57079633],1.5567599213903824e-17,0.2542381889168794,0.171485823731029,"[[  2.59228943  -4.91991302  -2.3669439   -8.24333264]
 [  5.21857956   4.97287717   1.52191564   0.21000117]
 [  2.23688745   3.03282881  -2.33452174 -10.10098538]
 [  1.00499133   3.87563474   0.21473896  -5.83148258]
 [ -0.48130334   4.2474217    0.77990389  -3.22206994]]",113,1.6877221744187152
[0.         0.52359878 1.57079633 1.57079633],-0.0658016852840609,0.245575232703773,0.171485823731029,"[[  3.9890524   -1.80627255  -1.33066615 -15.18351439]
 [  6.14623166   2.64065359   1.89833175  -0.27333164]
 [  0.70668323   1.38095854  -2.94385698 -10.82832016]
 [  2.10317057   2.94889744  -0.58413325  -7.07492587]
 [ -1.1334709    6.22754885  -0.90457768  -5.99170668]]",176,1.7988228311294103
[0.         0.52359878 1.57079633 1.57079633],-0.1271190944584396,0.2201767302141649,0.171485823731029,"[[  5.40045557  -1.01976878  -3.1571071  -13.54850272]
 [  6.76948797   2.00885989   3.79549051  -0.38929617]
 [  0.25250803   1.30858307  -3.15102931  -9.92151453]
 [  2.19888567   2.62553782   0.17260418  -6.69064936]
 [ -1.41926794   5.39431804  -0.50915031  -4.9418968 ]]",50,2.248241894528153
[0.         0.52359878 1.57079633 1.57079633],-0.179773547419712,0.179773547419712,0.171485823731029,"[[  5.52238432   0.51620705  -2.95854093 -16.24091882]
 [  8.75927623   1.78114215   3.08662901  -0.30155295]
 [  0.37170166   0.92853033  -2.79805747  -9.2996537 ]
 [  1.13679402   1.2639258   -0.26578039  -8.2043951 ]
 [ -1.15046288   4.86933484  -0.72191288  -5.27185478]]",60,2.4519308118890923
[0.         0.52359878 1.57079633 1.57079633],-0.2201767302141648,0.1271190944584398,0.171485823731029,"[[  6.19978763   0.07087269  -2.29371007 -16.11491409]
 [  9.69945518   2.15492918   3.02861536   0.1636881 ]
 [  0.20383515   0.7946754   -3.0631739   -8.84905091]
 [  1.18345375   0.82363385  -0.31405153  -8.43590549]
 [ -0.54400285   5.11574762  -0.93377199  -5.11052515]]",15,2.6854403716110484
[0.         0.52359878 1.57079633 1.57079633],-0.245575232703773,0.065801685284061,0.171485823731029,"[[  7.37046359   0.54870225  -0.37155519 -16.47174207]
 [  9.83856605   1.40994209   1.01996304  -0.61913444]
 [  0.60500643   0.9519299   -3.03617113  -7.7598156 ]
 [  1.07925943   1.15611689  -0.71975817  -7.91445349]
 [ -0.40765705   6.3149807   -1.58693937  -4.36580782]]",40,2.981956553184423
[0.         0.52359878 1.57079633 1.57079633],0.1299676544637541,0.0,0.3570831958986452,"[[-4.64923949e-01 -5.77229950e-02  2.67352074e+00  3.57406352e+00]
 [-7.21396492e-01 -2.28004351e+00  1.22346151e+00  2.58996865e+00]
 [-9.81656966e-01 -1.78396249e-01 -2.25103854e-01  7.48179341e-01]
 [-6.30542865e-01 -2.89266323e-01  7.72912891e-01  4.86832564e-01]
 [ 2.20089119e-03 -9.15695160e-01 -1.11333485e+00  9.14413008e-01]]",49,6.121485868557535
[0.         0.52359878 1.57079633 1.57079633],0.1299676544637541,0.0,0.3570831958986452,"[[-0.94091061 -3.82337582  1.72274565  3.02627242]
 [-0.60099609 -0.25759357  2.15531144  2.64128889]
 [-0.3585737   1.73753858  0.99261762 -0.3266558 ]
 [-0.76830834 -1.73666815 -0.31675478  2.44033205]
 [-0.2586913   1.1502718  -1.98257783  1.58775517]]",66,6.131385794237447
[0.         0.52359878 1.57079633 1.57079633],0.1125552904358891,0.064983827231877,0.3570831958986452,"[[ 3.51680518 -5.93270716  1.85316483  3.17570826]
 [ 0.40340068 -1.52601566  1.1239324   1.47554613]
 [-0.95840707  3.64789709  1.42082589  0.17962848]
 [-1.73524421 -2.38442385  1.12800619  3.5081312 ]
 [-0.02872081  1.24129557 -2.31184882  2.67476201]]",262,3.10305140184015
[0.         0.52359878 1.57079633 1.57079633],0.0649838272318771,0.112555290435889,0.3570831958986452,"[[ 5.42217676 -4.90542437  1.56298971  3.79577344]
 [ 1.21803374 -1.49491259  1.69041365  1.04115681]
 [-0.26039329  4.20641244  0.67928985 -0.33244427]
 [-2.07376046 -2.7751792   1.72318039  3.96379615]
 [ 1.08390647  0.53781266 -2.94809513  2.94876323]]",44,3.173976358434732
[0.         0.52359878 1.57079633 1.57079633],7.958223601586287e-18,0.1299676544637541,0.3570831958986452,"[[ 6.44570446 -5.72146012  2.27193107  4.31565269]
 [ 2.045025   -1.67031682  1.39781008  0.50899975]
 [ 1.27413337  4.84674228  0.31403081 -0.31364768]
 [-1.11362204 -2.10489243  1.301959    4.14168859]
 [ 1.04912349 -0.0211573  -2.7977057   2.36763394]]",48,3.131404963978094
[0.         0.52359878 1.57079633 1.57079633],-0.064983827231877,0.1125552904358891,0.3570831958986452,"[[ 6.94662801 -5.62818096  2.35904217  4.17883327]
 [ 3.53000244 -2.22390136  1.12377133  0.77758799]
 [ 1.66296051  4.32030904  0.31460527  0.17404263]
 [ 0.04155405 -1.91108747  1.54977199  3.74860441]
 [ 2.69096419  0.04867883 -3.22131324  2.05340285]]",11,3.3980283705825047
[0.         0.52359878 1.57079633 1.57079633],-0.112555290435889,0.0649838272318771,0.3570831958986452,"[[ 9.13824973 -8.30213995  3.05724465  3.51388833]
 [ 4.24322903 -2.26373002  0.94123041  0.59237145]
 [ 1.68334185  3.99996431  0.40840909  1.10665369]
 [ 0.78901237 -1.50318933  0.85450824  3.19601244]
 [ 4.06723726 -1.20435362 -3.02339819  2.40325517]]",33,3.1872714959751605
[0.         0.52359878 1.57079633 1.57079633],0.2497316169400799,0.0,0.2356096290015985,"[[-3.60521809e-01 -1.59669153e+00 -1.68145985e+00  7.83615302e+00]
 [-2.05350859e-01 -5.98233338e-01 -5.93150096e-01  3.29585644e+00]
 [-3.34293797e-01 -2.37333459e-01  1.96440250e-03  7.13668723e-01]
 [-2.44828010e-01 -6.95755327e-01  7.46838643e-03  1.07314373e-01]
 [-3.27100041e-01 -7.06584617e-01 -1.77488383e+00 -3.36790872e+00]]",36,12.58550276344678
[0.         0.52359878 1.57079633 1.57079633],0.2497316169400799,0.0,0.2356096290015985,"[[ 0.28439889 -1.69136273 -3.13726252  9.66598746]
 [-1.34796427  0.25839184  0.03082753  4.57350629]
 [-0.65788372 -1.36242907  1.59402702  1.79965583]
 [-0.60451745 -0.58299035 -0.78110313 -0.22093465]
 [ 0.89913181  0.23751233 -0.71241297 -3.57908046]]",31,12.563902711653478
[0.         0.52359878 1.57079633 1.57079633],0.2412222184433518,0.0646352986283399,0.2356096290015985,"[[ 2.52363633 -2.6014616  -3.78715732  8.41976879]
 [-1.16389115 -0.97449143  0.21725833  4.31782978]
 [-0.66620101 -0.16197588  2.39549188  1.86014804]
 [-0.13327944  0.02459422 -1.13742291 -0.59265535]
 [ 1.40146013 -1.49541509 -0.4368686  -4.35263139]]",19,9.756844871216728
[0.         0.52359878 1.57079633 1.57079633],0.2162739243982735,0.1248658084700399,0.2356096290015985,"[[ 3.1875532  -1.86594466 -4.14287579  8.86546805]
 [-0.27396659 -1.3797024   0.99649513  3.10923056]
 [-0.4281336  -0.25754723  2.06943808  1.71930617]
 [-0.18967163  0.56512746 -1.33781174 -0.54370392]
 [ 1.07289255 -2.05523882 -0.33024742 -3.72798439]]",13,9.789853160194928
[0.         0.52359878 1.57079633 1.57079633],0.1765869198150118,0.1765869198150118,0.2356096290015985,"[[ 4.53887728 -2.18208179 -4.11800887  8.62433356]
 [-0.52330775 -1.19163033  1.5154553   3.29091955]
 [ 0.19301025 -0.94432197  1.50319647  2.16588656]
 [-0.13909537  0.23368284 -1.5480891  -0.94993755]
 [ 1.28172759 -1.98212004 -1.01315424 -3.99406076]]",28,9.81758783365084
[0.         0.52359878 1.57079633 1.57079633],0.12486580847004,0.2162739243982735,0.2356096290015985,"[[ 5.57867545 -2.4495823  -4.06240045  8.73821067]
 [ 0.15051412 -1.39164742  1.70826121  2.75095311]
 [ 0.11651451 -1.01466653  1.19293904  2.10415262]
 [-0.5710906   0.52165105 -1.33971187 -0.70605283]
 [ 2.27097588 -2.27370152 -1.24196381 -3.75718019]]",13,9.762789799040526
[0.         0.52359878 1.57079633 1.57079633],0.06463529862834,0.2412222184433518,0.2356096290015985,"[[ 5.75757502 -1.75148062 -4.02068584  9.18258714]
 [-0.15122775 -1.26771175  1.75656156  2.44434172]
 [ 2.18984982 -1.12410002  0.8963729   1.69025891]
 [ 0.17869415  0.8748204  -0.83001066 -0.65775194]
 [ 2.52832576 -2.13057975 -1.77310239 -3.48894973]]",31,9.766101330440742
[0.         0.52359878 1.57079633 1.57079633],1.5291651266578093e-17,0.2497316169400799,0.2356096290015985,"[[ 6.82339137 -1.09485648 -3.87057499  8.8118417 ]
 [-0.00916825 -1.73926442  1.86180235  2.3823161 ]
 [ 2.51348994 -0.63391437  0.52555063  2.22032057]
 [ 0.3611521   1.03978454 -0.76328071 -0.32856409]
 [ 3.0933023  -2.16857457 -1.9584015  -3.67504683]]",12,9.762212310636423
